content	genre	release_year	title	country	len_plot
At the turn of the 20th century circus owner Matt Masters takes his troupe on a tour of Europe in search of his longlost love Lili Alfredo . With him are Lili's daughter Toni  whom she abandoned years earlier and whom he has raised as his own and his faithful friend Cap Carson . The circus is lost in a sinking ship but Masters manages to salvage part of it. With the help of some European acts he puts together a new show. Masters ultimately finds Lili so mother and daughter are reunited.	western	1964.0	Circus World	"{""/m/09c7w0"": ""United States of America"", ""/m/06mkj"": ""Spain""}"	116
Gerard Reve  an alcoholic bisexual novelist leaves Amsterdam to deliver a lecture at the Vlissingen Literary Society. There he becomes sexually involved with its attractive treasurer Christine Halslag  who is alternately described as a witch black widow Delilah and the Devil. The Virgin Mary appears to him in visions to show that he is targeted as her fourth victim. Mary says Anyone given a warning must listen to it. Gerard listens and his life is spared. He passes on the warning to Herman Christine's other lover who ignores it thinking that Gerard is trying to scare him off so that he can have Christine for himself. The movie ends with Herman's death Christine's selection of a fifth victim and Gerard's future uncertain.	horror	1983.0	The Fourth Man	"{""/m/059j2"": ""Netherlands""}"	156
Spy Smasher is a costumed Vigilante acting independently of the US while it remains out of World War II. After discovering information about Nazi activities in occupied France he is captured and executed. However this is faked and he escapes back to the US meeting with his twin brother Jack and Jack's fiance. The Nazi agent in the US is The Mask operating from a UBoat near the coast. The Mask's attacks on the US begin with an attempt to flood the country with forged money and destroy the economy. When this is defeated he continues with other attacks including destroying planes oil and munitions intended for Britain. Constant defeats at the hands of Spy Smasher with support from Jack Armstrong and Admiral Corby also leads the villain to take the fight back to the masked hero. In the end the villain is killed aboard his own UBoat in a sea of flaming oil. However Spy Smasher's brother Jack Armstrong was also killed by the Nazis earlier in the serial.	thriller	1942.0	Spy Smasher	"{""/m/09c7w0"": ""United States of America""}"	204
Pierre Mirande  is a Venetian tour guide from a poor French family who falls in love with Barbara Billings  a wealthy American tourist whose father . Although Barbara loves Pierre as well her suitor Ronnie and her father see him as a fortunehunter. Barbara's mother persuades her husband to give Pierre a job in his chewinggum factory in the States. Despite living in a dingy boardinghouse and being given the hardest job in the plant he manages to captivate his landlady and the maid with his humorous songs. Unfortunately he falls asleep on the night he is to attend Barbara's party and is then fired when he is wrongly accused of spilling rum on some chewing gum samples. He wins back his job and is promoted as well when he sells liquorcoated chewing gum as a sales gimmick. Barbara disapproves and plans to marry Ronnie but Pierre whisks her away in a speedboat.Erickson Hal Plot synopsisTCM Full synopsis	romance	1930.0	The Big Pond	"{""/m/09c7w0"": ""United States of America""}"	210
James Murphey is a rugged cryptozoologist who thirty years earlier during a trip to Loch Ness Scotland had a fatal encounter with the fabled Nessie creature that killed his father and left James with deep facial scar. Twenty years later James is hunting for Nessie when his search leads him to the sleepy town of Pike Island Ashburn on Lake Superior. Hiring Josh Riley as his guide James and Josh bond over their mutual scientific interests and deceased fathers while James tries to convince Josh's mother Sheriff Karen Riley that a 60foot Plesiosaurus is killing and breeding. Meanwhile Josh leaves to find his girlfriend Zoe who along with three others is camping on a small deserted island on the lake. When one of them disappears  the others attempt to escape and one is killed and another is injured. The film climaxes when Sheriff Riley Murphy and Deputy Neil Chapman spot Josh's flare and track the creature and her offspring to a magnetite mine on the island. Sheriff Riley and Josh manage to kill some of the offspring while her partner Neil dies after running out of ammunition and being attacked by others. Josh lures Nessie away from Zoe and traps her in a container filled with magnetite. Murphy stabs the creature with a cyanidefilled syringe then helps Josh by getting him out of harm's way and throws his cigar lighter into the container igniting the explosive magnetite and destroying the creature. Sheriff Riley asks if James will now start chasing Sasquatch to which he replies that he will probably find a nice small town to call home. Josh asks if he means Ashburn to which he laughingly replies yeah.	horror	2008.0	Beyond Loch Ness	"{""/m/0d060g"": ""Canada""}"	354
Duncan is an unemployed youth trying to cope with the death of his father ten years ago. The film is set in Minneapolis Minnesota. Duncan's grandparents Ronald and Ruth move into an apartment with a very nice view. Ron claims that he has seen the Northern Lights aka Aurora Borealis from the balcony. Ron is fast deteriorating with Alzheimer's disease. Kate is the home assistant of Ron and Ruth. In order to be close to his grandparents Duncan finds a job as a handyman at the building where they are staying. There he meets Kate and the two quickly fall in love. Meanwhile Duncan takes care of Ron and helps out Ron in coping with his condition. Duncan does not want to leave the town he grew up in. He is not able to free himself from his fears of the past and his sorrow of his father's death. Ron nudges him to do something with his life. He tells Kate that Duncan needs someone who can push him to action. Kate too suggests that Duncan move on with his life. Kate announces that she has chosen to move to San Diego. This hurts Duncan but he is still not ready to leave. Ron wants to end his life and misery. He asks Duncan to buy him some shells for his shotgun. In a moment of despair Duncan loads the shotgun and gives it to Ron but he is not able to position the gun so that he can pull the trigger with his toe. The gun goes off and Duncan runs inside. Ron follows but has a heart attack and dies. Kate leaves for San Diego and Duncan says his goodbyes. On reaching her new place she sees Duncan at the doorstep ready to give his life a fresh start.	romance	2006.0	Aurora Borealis	"{""/m/09c7w0"": ""United States of America"", ""/m/0d060g"": ""Canada""}"	347
The setting is the American Wild West. The notorious outlaw leader Draw Egan and his gang is chased by a posse of lawmen to his remote mountain cabin where they are trapped. During a fierce shootout Egan opens a trapdoor and they escape through a tunnel before the posse can overwhelm them. With a bounty on his head Egan turns up in the dangerous frontier range town of Yellow Dog. Presenting himself by the assumed name William Blake he enters the saloon. The seductive dancehall girl Poppy  uses her alluring wiles to entice and entertain him. He looks amused when he is challenged to fight by a rowdy barfly then punches and finishes the man off with the one powerful blow. The townspeople are impressed. Believing Blake to be a strong and lawabiding man they want him to be their new marshal. The reformist mayor Mat Buckton  hires him for the much avoided position to restore law and order and rid the town of the lawless gunmen who have nearly taken over. Blake turns Yellow Dog into a model community while hiding his criminal past and plans to move on soon. But when he sees the mayor's daughter Myrtle Buckton  he decides to stay on as marshal of Yellow Dog. Beginning a romance with the Godfearing young woman he proceeds to settle down and become a genuinely lawful and respected member of the town. Then Arizona Joe  a member of Egan's former gang shows up in Yellow Dog to make trouble. He threatens to expose Egan's past if he tries to make him obey the law and not help him take over the town. The marshal gives in for a while but then decides that the welfare of the town is more important than his romance with Myrtle. When he goes after Arizona Joe the outlaw keeps his word and tells the whole town about Draw Egan. During the final showdown which is short and brutal Egan shoots and kills Joe. He then surrenders himself for arrest but the grateful townspeople refuse to hear of it and offer to keep him in office. He is also prepared to give up Myrtle but she tells him that his past is unimportant and they begin making plans for their future together.	western	1916.0	The Return of Draw Egan	{}	473
The movie opens at a 10year college reunion that a reluctant Dex has decided to attend in the company of his married friends Rick and Maggie. In his college days Dex was the stud of the campus using philosophy as an aphrodisiac to bed a series of young women. After putting the first of what will be successful moves on a student bartender he finds Rick and Maggie talking with Syd. Syd is back in town for an upcoming opera production for which she is the designer she is also staying with Rick and Maggie. While she remembers Dex his memory of her is a little more fuzzy. Dex shares a house with three other slacker buddies who spend their free time engaged variously in playing disc golf playing poker and drinking  all while trading quips about philosophy and pop culture. One of the group Dave has met a woman and the group decides to help him in his pursuit of her by teaching him their approach to seduction The Tao of Steve. Dex has his own relationship problems as the woman with whom he has been having an affair Beth has started to give off signals that she would leave her husband to be with him. This puts Dex in a bind as he views her as nothing more than a friend with benefits. Meanwhile Dex is becoming more and more intrigued with Syd with whom he must carpool after his motorcycle breaks down. Dex is habitually late often still in his bathrobe and taking long hits on his everpresent bong when she arrives to pick him up. Syd is not entirely unreceptive to Dex's overtures. But there is a major obstacle to be overcome for it turns out that Syd was one of Dex's college conquests and the fact that he has completely forgotten about it does little to endear him to her.	romance	2000.0	The Tao of Steve	"{""/m/09c7w0"": ""United States of America""}"	371
Windy a sideshow barker cheats a group of cowboys out of their pay but is then robbed himself. When the cowboys discover they have been cheated they initially decide to hang him then decide to make him work off his debt. He falls in love with ranch owner Molly and when he saves her life after she is bitten by a snake he wins her heart.ref name 9501E1D7113AEE32A2575BC1A96E9C946194D6CF THE SCREEN Triumphant Impudence.	western	1930.0	Way Out West	"{""/m/09c7w0"": ""United States of America""}"	118
The film focuses on a group of cavers who during a cavein accident cut off the arm of one of their fellow cavers in order to avoid starvation. Mere moments after the grisly act however the entire group is rescued. Several years later the caver group has gone separate ways but then one by one they are killed by having their arm hacked off in the same way as their original victim. All suspect their original victim and contact the victim's daughter who offers to help find her father and stop the killings. In the end it is revealed that the daughter was behind the killings and she kidnaps the original leader of the caver crew who came up with the idea to cut her father's arm off. The man is then sealed in a room below an isolated country house where he will put to death by slow torture...mainly starving to death unless he cuts off his own arm.	horror	1973.0	The Severed Arm	"{""/m/09c7w0"": ""United States of America""}"	189
The original cast is back in this sequel. Dalen has finally met the girl of his dreams. Christine is everything Dalen has ever wanted sweet simple and devoted to the gospel. Too bad his future inlaws are anything but.{{imdb title}} Dalen now a college professor of Mormon mythology has almost given up on finding an eternal companion in his current singles ward as scores of his friends around him get married or already have several children. His hopes are renewed when Christine moves into the ward and they fall in love love at first sight in Dalen's case. Christine's parents are very wealthy nonmembers who have each been married a few times. Trouble arises when they tell Christine's parents about their marriage plans because Christine's parents can't understand why they're not permitted to attend their daughter's wedding in the LDS Temple. Dalen actually withdraws his proposal to Christine in order to avoid causing a rift in her family. Later on however Dalen visits Christine's father and explains to him the importance of temple marriage and he gives Dalen his blessing. Christine and Dalen's wedding goes as planned. During the film Jonathan is making a film based on their experience in the Singles Ward. When Jonathan's friends visit the set they each see the actor playing them. Dalen is played by Some guy who's been in every LDS movie ever made who looks exactly like Dalen . While discussing making a movie about Dalen's experience in getting married Jonathan says that franchises must be made in trilogies but with everyone married the next one would have to be The Family Ward. Dalen even mentioned this dream that he had where he was a return missionary and the problems he and Jonathan encountered.	romance	2007.0	The Singles 2nd Ward	"{""/m/09c7w0"": ""United States of America""}"	364
The story begins in 1885 with the arrival of an important new guest star in Buffalo Bill Codys grand illusion Chief Sitting Bull of Little Big Horn fame. Much to Cody's annoyance Sitting Bull proves to be not a murdering savage but a genuine embodiment of what the whites believe about their own history out west. He is quietly heroic and morally pure. Sitting Bull also refuses to portray Custer's Last Stand as a cowardly sneak attack. Instead he asks Cody to act out the massacre of a peaceful Sioux village by marauding bluecoats. An enraged Cody fires him but is forced to relent when star attraction Annie Oakley takes Sitting Bull's side.	western	1976.0	Buffalo Bill and the Indians	"{""/m/09c7w0"": ""United States of America""}"	135
An unemployed young man named Deepak saves Aarti Gupta  a hardworking and dedicated doctor from drowning and the two eventually fall in love with each other although she is already engaged to Dr. Prakash . Although Aarti's father firmly disapproves of this relationship Deepak and Aarti marry. She moves in with him and his family which includes his brother Niranjan  his sisterinlaw Jaswanti  their three children and Deepak's father . That leaves the humiliated Prakash determined to get Aarti back whatever he may have to do. He manages to bring a discord in their marital life so much so that Deepak asks Aarti to leave and she returns home to her father. This is followed by Deepak having a serious accident when Prakash is the only surgeon who can operate on him. He agrees to operate on him only if Aarti promises to come back to him and forget her husband.	romance	1962.0	Aarti	"{""/m/03rk0"": ""India""}"	208
In the contemporary era  two Cuban tourists make a stop at the provincial town of Perales . They are curious when they see two small memorials surrounded by rocks on the corner of a street. Meanwhile two elderly veterans of the Mexican Revolution Chelelo and Cornelio  come out to receive them. They explain to the tourists about the memorials and to whom are they in memory of. Chelelo then recounts the story of two revolutionary friends Sublieutenant Valente Quintero and Major Atanacio Pizarro  who are fighting a battle in one of Perales' residential streets. Valente is shot in front of the late General Gumercindo Carrillo's home where his widow doña Elvira Peña daughter Leonor and housemaid Carmen currently reside. Leonor witnesses Valente's casualty and is decided to go out and help him against doña Elvira's will. Leonor then explains to her mother that she is returning a favor that could have been done to her father who died while bleeding helplessly in a forest. After Leonor runs across the street to get the neversober Doctor Plácido. Then Elvira Carmen and Leonor take a hand to bring Valente into the house. Valente stays ill in bed for several days when his friend Atanacio later receives word about his survival. Atanacio is captivated by the elegant sophisticated Leonor and admires the conservative sharptongued matron Elvira. Antonio and Leonor also start a romantic relationship which leads them to marriage. Atanacio who is now a rich alcoholic landowner duels Antonio for the love of Leonor on the night of his honeymoon. The conflict ends in both Valente and Atanacio being killed by one another.	western	1973.0	Valente Quintero	"{""/m/0b90_r"": ""Mexico""}"	382
Renjani  a former ballerina and rape victim who aborted the resulting foetus and Wid  a doctor and daughter of a prostitute are two women who volunteer at an orphanage for children with several disabilities in Yogyakarta. One day while practicing her dancing Renjani notes that Dewa  a tiny eightyearold with autism and brain damage is responding. This convinces her that music therapy could promote healing. Renjani later asks Bhisma  a violinist that she met by chance to assist him they later fall in love. After Bhisma writes a song Biola Tak Berdawai for Dewa he prepares for a recital. Renjani and Dewa attend the recital but Renjani faints and is rushed to the hospital the cause is later discovered to be cervical cancer. After a week in a coma Renjani dies at her grave Dewa plays Biola Tak Berdawai as Bhisma listens.	romance	2003.0	The Stringless Violin	"{""/m/03ryn"": ""Indonesia""}"	214
Two girls Christine and Reagan find themselves paired as college roommates. Christine a diligent student mourns the recent loss of her parents in an automobile accident. Reagan wants to enjoy all that college has to offer. For her college equals sex drugs and rock n roll. Reagan convinces Christine to come to a Beta Alpha Tau sorority party and they both find it fun and provocative. When Christines professor finds out that she might get accepted into the popular sorority she urges Christine to join. The professor thinks that the sorority is a sinister force taking souls and ruining the lives of students. If Christine can infiltrate their ranks she might find the truth behind the sororitys power. When she gets a bid from the beautiful and powerful president of the sorority Devin she accepts and is introduced into a sensuous and intoxicating lifestyle. Christine finds herself with newfound powers and delves into new pleasures. When the final initiation ceremony arrives the stage is set for her entry into the world of darkness. The outcome is far from clear.	horror	2004.0	The Sisterhood	"{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}"	224
Marshall Lawson is the commander of an elite military unit. In Paris France Marshall loses all three of his men in a seemingly random attack and he takes it upon himself to investigate the attack with the help of his girlfriend Tia and his friend Dwayne David Kennedy . Marshall uncovers CTX a covert military drug so secret that an arm of the military headed by a man named Werner Danny Webb wants Marshall eliminated. And Tia was one of the two military scientists who developed CTX. As it turns out Reina  the hooker who killed Marshall's team was under the influence of CTX which turns whoever is under its influence into a seemingly unstoppable killer. A Paris night club owner named Aroon was the other military scientist who helped develop CTX and now Aroon has plans to release the CTX into the water supply in Paris which would turn the city's residents into ultraviolent killers. Marshall Tia and Dwayne must stop Aroon and Werner before that happens.	thriller	2006.0	Attack Force	"{""/m/09c7w0"": ""United States of America""}"	221
The Sixth is a parable about lawlessness and bureaucracy in the aftermath of the Great October Revolution. The film could be categorized as a Ostern type of movie with a lawman hero who faces up to corruption against the odds although no one around has any faith in his abilities. It is set in 1923 and the Russian Civil War has come to an end although the situation is still dangerous in some regions. An elusive band of White guards is hiding in the mountains raiding Soviet institutions and making short work of the representatives of local government. Five chiefs have already been killed by the whites and the intimidated townsfolk believe the sixth one is also doomed. The protagonist is the sixth militia chief but he is shrewder than his predecessors. Recognizing the superior firepower of his wellarmed and zealous enemies he attempts to mobilise the people in the towns and help them regain faith and hope. He learns that there is a leak in his organisation and that someone is informing the band of all planned operations. He decides to use this very leak against the bandits.	western	1981.0	The Sixth	"{""/m/05vz3zq"": ""Soviet Union""}"	221
Khlebnikov's humor of the everyday asks us to look again at the world about us. Lyonya's work at the local factory and his hoped–for career disappears when the plant is taken over by 'the Americans' and closed down. He becomes a regular visitor to the employment office and attempts a variety of dead end jobs — shoe seller in a market plasterer road crew. He eventually meets a woman he went to school with and after a bad start gets things on the right track. Set in a small town on the Volga where enthusiasm for anything seems somewhat relaxed hardly anything actually happens but through Khlebnikov's quirky absurdist observation — a picture of Chuck Norris on a workbench trying on shoes a woman peeling a boiled egg the creaking door of the employment office — we come to know the floating life.	romance	2006.0	Free Floating	"{""/m/06bnz"": ""Russia""}"	185
Minty accidentally breaks the Here Comes Christmas Candy Cane which apparently guides Santa Claus to Ponyville. To try to makeup for doing this Minty gives each pony one of her socks When Pinkie Pie finds out what Minty has done Minty states that the sock giving is a bad idea and then decides she should go to the North Pole herself to set things right. Minty is terrible at balloon flying so the chase is on to save her in the process of saving Christmas.	fantasy	2005.0	My Little Pony: A Very Minty Christmas	"{""/m/09c7w0"": ""United States of America""}"	106
Dev Anand  a simple and poor driver cum assistant to a rich boss in Kolkata. He is hard pressed to fund money for his sister's wedding when out of the blue a stranger offers him money in return for playing an imposter of a brother in law for a dying old man in Darjeeling who owns a palace and of course millions worth of property. What seems like a simple task for Dev anand who is in love with another rich girl turns out to be a vicious trap where he is caught red handed in front of a dead man who is actually the owner of the palace but not the one Dev had been meeting there till now. Farida Jalal as the seductive nurse complicates the matters. Nothing is as it seems and it turns out to be a good whodunit mystery with Dev Anand on the run from law to prove his innocence. The identity of the real villain remains a mystery and the climax comes as a surprise.	thriller	1969.0	Mahal	"{""/m/03rk0"": ""India""}"	198
Amy Myer is a woman whose dying mother made out a timeline for Amy's life and predicted she would marry her seventh boyfriend. But when she falls head over heels for her sixth boyfriend Daniel McCandles Brad Rowe  she decides to find another sixth boyfriend to dump in order to marry Daniel. She settles on Peter Connor  a local bagel shop owner who is in love with her. Unfortunately things don't go as planned when Amy realizes that she has feelings for Peter.	romance	2003.0	Lucky 7	"{""/m/09c7w0"": ""United States of America""}"	100
Returning home from school one day in 1986 a young Darius Foxx witnesses his mailman father shoot his mother and her lover after walking in on them together. After killing the couple Darius's father looks directly into his son's eyes and shoots himself in the mouth. Sixteen years later Darius moves to the town of Smithfield as the new mailman cryptically telling anyone who asks that his predecessor is out of town for an indeterminate amount of time. Behind his initially cheerful facade Darius is a psychopath who spends his free time reading and tampering with the mail of people on his route rewriting letters and smashing packages among other acts of vandalism. Aiding Darius is a local teenage delinquent named Daniel Everson who had become disillusioned after discovering his older sister Beth and best friend Jay are dating and after being told by Darius that he is adopted. Unbeknownst to Daniel however Darius is serial killer who murders people who become suspicious of him such as a gas meter man and Daniel's girlfriend Veronica. After the two enact a plan to blackmail the mayor using information on his family's illegal activities they had gleaned from the mail Darius reveals to Daniel that he is his biological brother and that he had moved to Smithfield to find and reconnect with him. Shortly after returning to Darius's house Darius sends Daniel out to get beer and while he is gone Darius kills a hitman sent by the mayor to deal with him. Just as Darius disposes of the hitman's body Beth and Jay break in having become concerned about the new mailman's activities and his relationship with Daniel. After the two discover the body of the original mailman stuffed in a closet Darius appears knocks them out and ties them up intent on raping Beth and forcing Jay to watch. As Darius strips Beth Daniel returns and is ordered to kill Beth by Darius who says she is not his real sister and that her family will never truly accept him like he does. Instead of obeying his brother Daniel stabs him with a letter opener and releases Beth and Jay. While a hysterical Daniel breaks down sobbing Beth and Jay embrace not noticing Darius's eyes open.	horror	2004.0	The Mailman	{}	463
After being created by a dog Doggy Poo meets various living and inanimate things. No one wants to be his friend and Doggy Poo becomes sad because he believes he is worthless and has no purpose. Eventually a plant grows out of the ground and tells Doggy Poo that she needs him so she can grow into a flower. Doggy Poo discovers his life purpose and he becomes absorbed by the flower. After being absorbed by the flower Doggy Poo lives a happy life.	fantasy	2003.0	Doggy Poo	"{""/m/06qd3"": ""South Korea""}"	102
After years of violent and selfdestructive behavior a young Mary Roff from Watseka Illinois was committed to an asylum in Peoria Illinois and on July 5 1865 she died. Twelve years later a Watseka girl named Lurancy Vennum began exhibiting the same behavior as had Mary. When Asa Roff heard of the incident and believing that the spirit of his deceased daughter Mary has possessed Lurancy he convinced the Vennum family to not commit their own daughter.	horror	2009.0	The Possessed	{}	106
One summer a long time ago a little girl and boy Jessica and Michael were brought together by a very special dog. They played all summer long it was puppy love. When the summer ended they never saw each other again. Years later the girl's parents retire and decide to sell their house. Jessica now grown and recently widowed decides she needs to start over and move back home with her son. She hopes to buy the old house as a Christmas surprise. However her plan goes awry when she discovers that her parents have already sold it. She schemes to get the house back for herself. In the end she realizes she should be nicer to Michael and she buys his previous house for him in order to make up for 'sabotaging' his house sale. The movie ends with the two remembering each other from their childhood and they kiss while the golden retriever has puppies. Toward the end the golden retriever runs away happily. It is left for the viewer to decide whether the two moved in together or not.	romance		A Golden Christmas	{}	214
In the early nineties Jun and Diego are brothers whose father Elias has disappeared. Jun's best friend Teban  tries to convince the brothers that his policeman father Tolome  hasn't given up trying to find Elias. With local authorities proving little help and faced with the very real possibility that their father may not be coming back Jun and Diego take it upon themselves to find him. The boys' quest takes them to the foreboding mountain town of Hukayan where they meet the beautiful Lila  whose fragile beauty convinces the boys to escort her home lest she fall prey to the brutal military patrols that roam the area. Lila lives in a village deep in the forest of Panimdim part of a tribe led by her brother the charismatic Pido{{cite web}} By the time Jun realizes that nothing is as it seems it may already be too late as Pido is already preparing to initiate the newest member of the tribe Diego.	horror		Dark Clouds	{}	204
Confederate soldier Capt. Colt Saunders comes home to Texas from the war. Victorious supporters of the Union have taken control of his town including a corrupt commissioner named Cable. When he sees a Yankee insult a Southern belle named Lorna Hunter the gallant Colt comes to her aid. He isn't aware of her past as a St. Louis dancehall girl or her villainous true nature. Colt is knocked cold and Lorna steals 900 from him. Her friend saloon owner Ruby lets her know that Colt is a wealthy rancher so Lorna hatches a scheme. She returns his missing 900 and impresses him with her honesty. Colt falls in love and marries her. His ranch the Bar S has fallen on hard times. Loyal ranch foreman Innocencio who looked out for the spread while Colt was off to war says that Yankees have been rustling their horses with no intervention by the law. Colt's brother nicknamed Cinch shows up. Cinch is not trustworthy but Colt has felt obligated to him since a childhood accident. Cinch is allowed to help run the ranch. But as soon as Cable claims that 16000 in back taxes must be paid Cinch makes off not only with the rest of Colt's horses but with Lorna as well. Lorna is pregnant. Colt tracks them down and offers to give them more money if she agrees to give birth first and leave the child with him. In a gunfight to determine who gains ultimate control of the ranch Cinch and Cable are both killed. Lorna has a change of heart and persuades Colt to let her stay.	western	1956.0	Three Violent People	"{""/m/09c7w0"": ""United States of America""}"	350
The US Navy nuclearpowered attack submarine USS Jimmy Carter is attacked by a mysterious underwater object that stalks and disables the Seawolfclass supersub with a powerful electromagnetic pulse. The underwater Arctic research complex Hubris witnesses the attack and reports a rapid rise in the temperature of the Polaris Trench which threatens to melt the ice cap and flood the world's land surface. At an emergency United Nations scientific conference Hubris director Dr. Ann Fletcher is dismissed when she urges caution and her archrival Dr. Chomsky pushes through a far more aggressive plan to deal with the crisis. When Chomsky's plan fails and contact with the Hubris complex is lost Dr. Fletcher is asked to participate in a followup expedition which also includes Chomsky by her exhusband Navy Captain Andy Raines. Once at the North Pole the expedition finds that the Hubris complex is completely intact but its personnel have been incinerated.	horror	2003.0	Deep Shock	"{""/m/09c7w0"": ""United States of America""}"	190
During their Spring Break school vacation twin sisters Melanie and Allyson Porter travel to Paris to visit their Grandpa Edward the U.S. Ambassador to France. Expecting a great time with their grandfather they instead end up with his nononsense assistant Jeremy Bluff chaperoning them. While there they befriend Brigitte a beautiful French fashion model  and fall for two charming French boys named Jean and Michel. The girls find various ways to ditch Jeremy so they can spend time cruising around the city on mopeds with the boys. Absorbing all the sights and sounds of Paris Melanie and Allyson end up in police custody along with Jean and Michel for trespassing on private property. To their dismay the girls are hastily forbidden by Grandpa Edward to see the boys again. So they challenge the French Foreign Minister Monsieur De Beauvoir at a banquet and manage to convince him to accept an important proposal that was established by their grandfather concerning clean drinking water for the Embassy. This puts Melanie and Allyson back in Grandpa Edward's good graces and he allows them to once again see Jean and Michel ndash even allowing all four of them to attend a dance together where they have their first kiss. Finally when the time comes for the girls to return home Grandpa Edward decides to take a muchneeded break from his ambassadorial duties and accompany them the intention being to spend time with his family  back in the United States.	romance	1999.0	Passport to Paris	"{""/m/09c7w0"": ""United States of America""}"	313
The film is the third in director Castellani's young love trilogy the first two being Sotto il sole di Roma and È primavera.... The story concerns the romance between Carmela and Antonio . The ardor is onesided at first but Carmela is a determined young woman willing to scale and conquer any obstacle in pursuing her heart's desire. Once he's hooked Antonio scurries from job to job to prove his financial viability. Faced with the hostility of their parents Carmela and Antonio symbolically shed themselves of all responsibilities to others in a climactic act of starknaked bravado.	romance	1952.0	Two Cents Worth of Hope	"{""/m/03rjj"": ""Italy""}"	136
Jake Cassevetes is a world renowned cameraman who has just arrived back from being embedded during the U.S. invasion of Iraq. Jake does not buy into the theory of a corporatecontrolled press. Though after having much of his best footage in Iraq censored by the network Jake is growing disillusioned with his corporate masters. During this Jake befriends a young boy  and in time meets his mother Tina Santiago  a pretty young widow whose husband died while serving in Iraq who he comes to form a close bond. Jake then gets an assignment to shoot on the streets of the Republican National Convention protests there he meets Seven one of the young leaders of a masked anarchist Black Bloc. Jake quickly wins the trust of the group and is allowed to shadow them as they move through the demonstration. Later that night after shooting Seven with her mask down describing the Bloc's militant objectives the videotape is returned to the network with the rest of his footage by Jake's Girlfriend and coworker Chloe  without Jake's permission. When he goes to retrieve the tape he is told the network made a deal with the Department of Homeland Security to review all footage to look for potential terror suspects. Which is in fact being used to compile a database of activists. Realizing the danger he has brought to Seven and the Black Bloc itself Jake decides to use his skills and access at the network to jam the government controlled corporate media and broadcast the truth of the protests and the message of a new generation of activists.	thriller	2004.0	This Revolution	"{""/m/09c7w0"": ""United States of America""}"	312
With the aid of Louise  owlish Brewster constructs a pair of humansize wings in his Houston Astrodome nest to realize his dream. Meanwhile creeps including a witchy StarSpangled Bannerbelting crone and Brewster's skinflint boss  keep turning up dead and covered with bird droppings. The Houston Establishment calls in blueeyed turtleneckwearing San Francisco super cop Frank Shaft to investigate. Brewster cooks his goose when he defies Louise's edict against sex and hooks up with Astrodome usher Suzanne . She impressed him by outdriving Shaft in her Road Runner. Despite her sweetness Suzanne will not compromise her comfortable home to choose flight with Brewster. The film opens with the MGM logo as usual but with the voice of Rene Auberjonois saying I forgot the opening line replacing the lion roar.Hollywood Lost and Found  Studio Logos  MGM	fantasy	1970.0	Brewster McCloud	"{""/m/09c7w0"": ""United States of America""}"	206
Syracuse  called Circus is an Irish fisherman and former drunk with a daughter named Annie who is suffering kidney failure and uses a motorized wheelchair and an exwife named Maura. One day he finds a young woman called Ondine in his net whom he resuscitates. The woman is disoriented but refuses hospitalization and doesn't want to be seen by people so Syracuse takes her to his deceased mothers house. Later at dialysis he tells Annie a story about a fisherman who pulled in his nets and discovered a woman. Annie believes the woman in the net is a selkie. A man is seen lurking around the docks seemly looking for someone or something. It is later revealed that Ondine is actually a Romanian drug mule and the man lurking around the docks is the man Ondine works for . The man finds Ondine and wants the backpack she lost at sea while trying to evade the Coast Guard The backpack is in the ocean inside a lobster trap as the Romanians are trying to get the trap Ondine makes the Peste fall overboard by pulling on the rope he is standing on. Syracuse grabs the other one and dives into the water. The Peste drowns while trying to open the lobster trap while the other one is brought back to the boat by Syracuse and is arrested on shore. In the end Syracuse marries Ondine so she can stay in Ireland but mostly because he and Annie love her.	fantasy	2009.0	Ondine	"{""/m/09c7w0"": ""United States of America"", ""/m/03rt9"": ""Ireland""}"	315
